occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
162269,occ,,,14337,Sphenopteris lobifolia,species,470510,recombined as,Neomariopteris lobifolia,species,470510,Wuchiapingian,Griesbachian,259.51,251.4,6188
162277,occ,,,14338,Sphenophyllum speciosum,species,461150,recombined as,Trizygia speciosa,species,416026,Wuchiapingian,Griesbachian,259.51,251.4,6188
162278,occ,,,14338,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Wuchiapingian,Griesbachian,259.51,251.4,6188
162285,occ,,,14341,Sphenophyllum speciosum,species,461150,recombined as,Trizygia speciosa,species,416026,Wuchiapingian,Griesbachian,259.51,251.4,6188
162287,occ,,,14341,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Wuchiapingian,Griesbachian,259.51,251.4,6188
162288,occ,,,14341,Schizoneura gondwanensis,species,459121,,Schizoneura gondwanensis,species,459121,Wuchiapingian,Griesbachian,259.51,251.4,6188
162289,occ,,,14341,Sphenopteris lobifolia,species,470510,recombined as,Neomariopteris lobifolia,species,470510,Wuchiapingian,Griesbachian,259.51,251.4,6188
162297,occ,,,14342,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Wuchiapingian,Griesbachian,259.51,251.4,6188
162298,occ,,,14342,Schizoneura gondwanensis,species,459121,,Schizoneura gondwanensis,species,459121,Wuchiapingian,Griesbachian,259.51,251.4,6188
162299,occ,,,14342,Sphenopteris lobifolia,species,470510,recombined as,Neomariopteris lobifolia,species,470510,Wuchiapingian,Griesbachian,259.51,251.4,6188
162304,occ,,,14344,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Changhsingian,,254.14,251.902,6188
162310,occ,,,14347,Sphenophyllum speciosum,species,461150,recombined as,Trizygia speciosa,species,416026,Wuchiapingian,Griesbachian,259.51,251.4,6188
162312,occ,,,14347,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Wuchiapingian,Griesbachian,259.51,251.4,6188
162313,occ,,,14347,Schizoneura gondwanensis,species,459121,,Schizoneura gondwanensis,species,459121,Wuchiapingian,Griesbachian,259.51,251.4,6188
162314,occ,,,14347,Sphenopteris lobifolia,species,470510,recombined as,Neomariopteris lobifolia,species,470510,Wuchiapingian,Griesbachian,259.51,251.4,6188
162326,occ,,,14350,Sphenophyllum speciosum,species,461150,recombined as,Trizygia speciosa,species,416026,Changhsingian,,254.14,251.902,6188
162327,occ,,,14350,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Changhsingian,,254.14,251.902,6188
162328,occ,,,14350,Sphenopteris lobifolia,species,470510,recombined as,Neomariopteris lobifolia,species,470510,Changhsingian,,254.14,251.902,6188
162341,occ,,,14353,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Wuchiapingian,Griesbachian,259.51,251.4,6188
162342,occ,,,14353,Sphenopteris lobifolia,species,470510,recombined as,Neomariopteris lobifolia,species,470510,Wuchiapingian,Griesbachian,259.51,251.4,6188
162346,occ,,,14354,Sphenophyllum speciosum,species,461150,recombined as,Trizygia speciosa,species,416026,Wuchiapingian,Griesbachian,259.51,251.4,6188
162347,occ,,,14354,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Wuchiapingian,Griesbachian,259.51,251.4,6188
162350,occ,,,14354,Schizoneura gondwanensis,species,459121,,Schizoneura gondwanensis,species,459121,Wuchiapingian,Griesbachian,259.51,251.4,6188
162358,occ,,,14357,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Changhsingian,,254.14,251.902,6188
162363,occ,,,14358,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Wuchiapingian,Griesbachian,259.51,251.4,6188
162364,occ,,,14358,Schizoneura gondwanensis,species,459121,,Schizoneura gondwanensis,species,459121,Wuchiapingian,Griesbachian,259.51,251.4,6188
162368,occ,,,14359,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Wuchiapingian,Griesbachian,259.51,251.4,6188
162369,occ,,,14359,Schizoneura gondwanensis,species,459121,,Schizoneura gondwanensis,species,459121,Wuchiapingian,Griesbachian,259.51,251.4,6188
162370,occ,,,14359,Sphenopteris lobifolia,species,470510,recombined as,Neomariopteris lobifolia,species,470510,Wuchiapingian,Griesbachian,259.51,251.4,6188
162378,occ,,,14360,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Wuchiapingian,Griesbachian,259.51,251.4,6188
162383,occ,,,14361,Sphenophyllum speciosum,species,461150,recombined as,Trizygia speciosa,species,416026,Changhsingian,,254.14,251.902,6188
162385,occ,,,14361,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Changhsingian,,254.14,251.902,6188
162392,occ,,,14362,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Changhsingian,,254.14,251.902,6188
162405,occ,,F,14368,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
162411,occ,,F,14372,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
162412,occ,,F,14373,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200030,occ,,F,20654,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200038,occ,,F,20655,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200072,occ,,F,20660,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200116,occ,,F,20665,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200160,occ,,,20678,Archaeosigillaria vanuxemi,species,405374,,Archaeosigillaria vanuxemi,species,405373,Givetian,,387.7,382.7,6314
200173,occ,,F,20682,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200179,occ,,F,20686,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200182,occ,,F,20687,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200187,occ,,F,20693,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200191,occ,,F,20694,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200194,occ,,F,20689,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200204,occ,,F,20696,Calamites aliwalensis,species,404707,,Calamites aliwalensis,species,404707,Spathian,Anisian,248.9,242,6188
200294,occ,,,20733,Triloboxylon ashlandicum,species,418816,,Triloboxylon ashlandicum,species,418816,Late Frasnian,,375.4,372.2,6407
200584,occ,,,20897,Equisetum cf. lyellii,species,56310,,Equisetum lyellii,species,56310,Early Albian,,113,109.9,6444
200612,occ,,,20905,Archaeosigillaria vanuxemi,species,405374,,Archaeosigillaria vanuxemi,species,405373,Givetian,,387.7,382.7,6314
200614,occ,,,20854,Triloboxylon ashlandicum,species,418816,,Triloboxylon ashlandicum,species,418816,Early Frasnian,,382.7,379.3,6441
200617,occ,,,20909,Archaeosigillaria vanuxemi,species,405374,,Archaeosigillaria vanuxemi,species,405373,Frasnian,,382.7,372.2,6314
200623,occ,,,20937,cf. Archaeosigillaria vanuxemi,species,405374,,Archaeosigillaria vanuxemi,species,405373,Givetian,,387.7,382.7,6314
200624,occ,,,20938,Archaeosigillaria vanuxemi,species,405374,,Archaeosigillaria vanuxemi,species,405373,Frasnian,,382.7,372.2,6314
200632,occ,,,20940,cf. Lepidosigillaria whitei,species,410378,,Lepidosigillaria whitei,species,410378,Frasnian,,382.7,372.2,6314
200633,occ,,,20942,Archaeosigillaria vanuxemi,species,405374,,Archaeosigillaria vanuxemi,species,405373,Frasnian,,382.7,372.2,6314
200644,occ,,,20943,Archaeosigillaria vanuxemi,species,405374,,Archaeosigillaria vanuxemi,species,405373,Givetian,,387.7,382.7,6314
200649,occ,,,20944,cf. Archaeosigillaria vanuxemi,species,405374,,Archaeosigillaria vanuxemi,species,405373,Frasnian,,382.7,372.2,6314
200656,occ,,,20951,Lepidosigillaria whitei,species,410378,,Lepidosigillaria whitei,species,410378,Frasnian,,382.7,372.2,6314
200657,occ,,,20952,cf. Lepidosigillaria whitei,species,410378,,Lepidosigillaria whitei,species,410378,Frasnian,,382.7,372.2,6314
200660,occ,,,20947,Calamites suckowii,species,125729,,Calamites suckowii,species,125729,Moscovian,Rotliegendes,315.2,259.51,6448
200707,occ,,,20976,Stereopteris annularis,species,415218,,Stereopteris annularis,species,415218,Famennian,,372.2,358.9,6427
200708,occ,,,20976,Microzygia lacunosa,species,411030,,Microzygia lacunosa,species,411030,Famennian,,372.2,358.9,6427
200723,occ,,,20975,cf. Sphenopteridium dissectum,species,414968,,Sphenopteridium dissectum,species,414967,Hastarian,Ivorian,358.9,346.7,6452
200740,occ,,,20990,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,,259.51,254.14,6458
200741,occ,,,20990,Schizoneura gondwanensis,species,459121,,Schizoneura gondwanensis,species,459121,Longtanian,,259.51,254.14,6458
200743,occ,,,20990,Dichotomopteris lindleyi,species,467797,,Dichotomopteris lindleyi,species,453867,Longtanian,,259.51,254.14,6458
200748,occ,,,20994,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,,259.51,254.14,6458
200750,occ,,,20995,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,,259.51,254.14,6458
200755,occ,,,21009,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,,259.51,254.14,6458
200756,occ,,,21009,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,,259.51,254.14,6458
200759,occ,,,20991,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,,259.51,254.14,6458
200765,occ,,,21018,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,Changhsingian,259.51,251.902,6458
200766,occ,,,21018,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,Changhsingian,259.51,251.902,6458
200769,occ,,,21023,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Capitanian,,264.28,259.51,6458
200771,occ,,,21023,Dichotomopteris lindleyi,species,467797,,Dichotomopteris lindleyi,species,453867,Capitanian,,264.28,259.51,6458
200772,occ,,,21023,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Capitanian,,264.28,259.51,6458
200775,occ,,,21024,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Capitanian,Longtanian,264.28,254.14,6458
200781,occ,,,21026,Iridopteris eriensis,species,409863,,Iridopteris eriensis,species,409863,Givetian,,387.7,382.7,6468
200782,occ,,,21027,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,,259.51,254.14,6458
200784,occ,,,21027,Dichotomopteris lindleyi,species,467797,,Dichotomopteris lindleyi,species,453867,Longtanian,,259.51,254.14,6458
200785,occ,,,21027,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,,259.51,254.14,6458
200807,occ,,,21030,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,,259.51,254.14,6458
200855,occ,,,21040,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,,259.51,254.14,6458
200857,occ,,,21040,Dichotomopteris lindleyi,species,467797,,Dichotomopteris lindleyi,species,453867,Longtanian,,259.51,254.14,6458
200858,occ,,,21040,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,,259.51,254.14,6458
200859,occ,,,21044,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Capitanian,Changhsingian,264.28,251.902,6458
200862,occ,,,21045,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,,259.51,254.14,6458
200864,occ,,,21045,Dichotomopteris lindleyi,species,467797,,Dichotomopteris lindleyi,species,453867,Longtanian,,259.51,254.14,6458
200865,occ,,,21045,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,,259.51,254.14,6458
200872,occ,,,21046,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,Changhsingian,259.51,251.902,6458
200874,occ,,,21046,Schizoneura gondwanensis,species,459121,,Schizoneura gondwanensis,species,459121,Longtanian,Changhsingian,259.51,251.902,6458
200875,occ,,,21046,Trizygia speciosa,species,416026,,Trizygia speciosa,species,416026,Longtanian,Changhsingian,259.51,251.902,6458
200876,occ,,,21046,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,Changhsingian,259.51,251.902,6458
200880,occ,,,21059,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,Changhsingian,259.51,251.902,6458
200882,occ,,,21059,Dichotomopteris lindleyi,species,467797,,Dichotomopteris lindleyi,species,453867,Longtanian,Changhsingian,259.51,251.902,6458
200883,occ,,,21059,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,Changhsingian,259.51,251.902,6458
200885,occ,,,21060,Phyllotheca australis,species,412626,,Phyllotheca australis,species,412626,Longtanian,Changhsingian,259.51,251.902,6458
200886,occ,,,21060,Schizoneura gondwanensis,species,459121,,Schizoneura gondwanensis,species,459121,Longtanian,Changhsingian,259.51,251.902,6458
200887,occ,,,21060,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,Changhsingian,259.51,251.902,6458
200889,occ,,,21061,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,Changhsingian,259.51,251.902,6458
200890,occ,,,21062,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,Changhsingian,259.51,251.902,6458
200894,occ,,,21065,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,,259.51,254.14,6458
200898,occ,,,21067,Dichotomopteris lindleyi,species,467797,,Dichotomopteris lindleyi,species,453867,Longtanian,,259.51,254.14,6458
200899,occ,,,21067,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Longtanian,,259.51,254.14,6458
200901,occ,,,21068,Neomariopteris lobifolia,species,470511,,Neomariopteris lobifolia,species,470510,Changhsingian,,254.14,251.902,6458
200932,occ,,,21110,Equisetum columnare,species,280788,,Equisetum columnare,species,280788,Bajocian,,170.9,168.2,6469
200935,occ,,,21110,Dictyophyllum rugosum,species,407642,,Dictyophyllum rugosum,species,407642,Bajocian,,170.9,168.2,6469
200937,occ,,,21110,Coniopteris murrayana,species,406847,,Coniopteris murrayana,species,406846,Bajocian,,170.9,168.2,6469
200939,occ,,,21110,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Bajocian,,170.9,168.2,6469
200991,occ,,,21126,Coniopteris hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Late Aptian,,119.5,113,6475
200993,occ,,,21126,Acrostichopteris longipennis,species,56108,,Acrostichopteris longipennis,species,56108,Late Aptian,,119.5,113,6475
201009,occ,,,21130,Coniopteris hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Late Aptian,,119.5,113,6475
201011,occ,,,21130,Hausmannia montanensis,species,56106,,Hausmannia montanensis,species,56106,Late Aptian,,119.5,113,6475
201027,occ,,,21136,Equisetum n. sp. cascadensis,species,56097,,Equisetum cascadensis,species,56097,Late Aptian,,119.5,113,6475
201028,occ,,,21136,Coniopteris hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Late Aptian,,119.5,113,6475
201030,occ,,,21136,Acrostichopteris longipennis,species,56108,,Acrostichopteris longipennis,species,56108,Late Aptian,,119.5,113,6475
201032,occ,,,21136,Cladophlebis oerstedi,species,56114,,Cladophlebis oerstedi,species,56114,Late Aptian,,119.5,113,6475
201054,occ,,,21138,Coniopteris hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Late Aptian,,119.5,113,6475
201056,occ,,,21138,Hausmannia montanensis,species,56106,,Hausmannia montanensis,species,56106,Late Aptian,,119.5,113,6475
201057,occ,,,21138,Acrostichopteris longipennis,species,56108,,Acrostichopteris longipennis,species,56108,Late Aptian,,119.5,113,6475
201058,occ,,,21138,Cladophlebis constricta,species,56110,,Cladophlebis constricta,species,56110,Late Aptian,,119.5,113,6475
201065,occ,,,21139,Acrostichopteris longipennis,species,56108,,Acrostichopteris longipennis,species,56108,Late Aptian,,119.5,113,6475
201074,occ,,,21140,Equisetum montanensis,species,448737,"misspelling of, obsolete variant of",Equisetum montanense,species,56095,Late Aptian,,119.5,113,6475
201075,occ,,,21140,Coniopteris hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Late Aptian,,119.5,113,6475
201076,occ,,,21140,Acrostichopteris longipennis,species,56108,,Acrostichopteris longipennis,species,56108,Late Aptian,,119.5,113,6475
201077,occ,,,21140,Cladophlebis virginiensis,species,56115,,Cladophlebis virginiensis,species,56115,Late Aptian,,119.5,113,6475
201084,occ,,,21151,Equisetum montanensis,species,448737,"misspelling of, obsolete variant of",Equisetum montanense,species,56095,Late Aptian,,119.5,113,6475
201085,occ,,,21151,Coniopteris hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Late Aptian,,119.5,113,6475
201088,occ,,,21151,Acrostichopteris longipennis,species,56108,,Acrostichopteris longipennis,species,56108,Late Aptian,,119.5,113,6475
201089,occ,,,21151,Cladophlebis constricta,species,56110,,Cladophlebis constricta,species,56110,Late Aptian,,119.5,113,6475
201092,occ,,,21151,Cladophlebis oerstedi,species,56114,,Cladophlebis oerstedi,species,56114,Late Aptian,,119.5,113,6475
201106,occ,,,21152,Coniopteris hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Late Aptian,,119.5,113,6475
201117,occ,,,21153,Coniopteris hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Late Aptian,,119.5,113,6475
