occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
300877,occ,,,28985,Alethopteris cf. valida,species,125735,,Alethopteris valida,species,125735,Carboniferous,,358.9,298.9,8334
300896,occ,,,28985,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8334
300907,occ,,,28987,Alethopteris cf. valida,species,125735,,Alethopteris valida,species,125735,Carboniferous,,358.9,298.9,8334
300923,occ,,,28987,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8334
300934,occ,,,28988,Alethopteris cf. valida,species,125735,,Alethopteris valida,species,125735,Carboniferous,,358.9,298.9,8334
300953,occ,,,28988,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8334
300983,occ,,,28989,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8334
301007,occ,,,28990,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8334
301058,occ,,,28992,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8334
301219,occ,,F,28864,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
301226,occ,,F,28864,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
301281,occ,,F,28865,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
301292,occ,,F,28865,Polypodiaceoisporites ? n. sp. fossulatus,species,327215,,Polypodiaceoisporites fossulatus,species,327215,Middle Eocene,,47.8,37.71,7828
301312,occ,,F,28865,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
301664,occ,,F,28866,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
301673,occ,,F,28866,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
301694,occ,,F,29073,Apiculatasporites ? n. sp. cingulatus,species,327298,,Apiculatasporites cingulatus,species,327298,Middle Eocene,,47.8,37.71,7828
301701,occ,,F,29073,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
301702,occ,,F,29073,Cicatricososporites eocenicus,species,327455,,Cicatricososporites eocenicus,species,327455,Middle Eocene,,47.8,37.71,7828
301779,occ,,F,29073,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
301788,occ,,F,29073,Polypodiaceoisporites ? n. sp. fossulatus,species,327215,,Polypodiaceoisporites fossulatus,species,327215,Middle Eocene,,47.8,37.71,7828
301826,occ,,F,29074,Tuberositriletes n. sp. verrucatus,species,327548,,Tuberositriletes verrucatus,species,327548,Middle Eocene,,47.8,37.71,7828
301850,occ,,F,29074,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
301857,occ,,F,29074,Polypodiaceoisporites ? n. sp. fossulatus,species,327215,,Polypodiaceoisporites fossulatus,species,327215,Middle Eocene,,47.8,37.71,7828
301861,occ,,F,29074,Echinatisporis brevispinosus,species,327461,,Echinatisporis brevispinosus,species,327461,Middle Eocene,,47.8,37.71,7828
301871,occ,,F,29074,Kirchheimerisporites n. sp. tenuiradiatus,species,327508,,Kirchheimerisporites tenuiradiatus,species,327508,Middle Eocene,,47.8,37.71,7828
301877,occ,,F,29074,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
301878,occ,,F,29074,Cicatricososporites n. sp. decussatus,species,327454,,Cicatricososporites decussatus,species,327454,Middle Eocene,,47.8,37.71,7828
301879,occ,,F,29074,Cicatricososporites eocenicus,species,327455,,Cicatricososporites eocenicus,species,327455,Middle Eocene,,47.8,37.71,7828
302188,occ,,F,29075,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
302189,occ,,F,29075,Cicatricososporites eocenicus,species,327455,,Cicatricososporites eocenicus,species,327455,Middle Eocene,,47.8,37.71,7828
302192,occ,,F,29075,Echinatisporis brevispinosus,species,327461,,Echinatisporis brevispinosus,species,327461,Middle Eocene,,47.8,37.71,7828
302196,occ,,F,29075,Foveotriletes margaritae,species,280339,,Foveotriletes margaritae,species,280339,Middle Eocene,,47.8,37.71,7828
302199,occ,,F,29075,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302206,occ,,F,29075,Osmundacidites n. sp. minor,species,327521,,Osmundacidites minor,species,327521,Middle Eocene,,47.8,37.71,7828
302208,occ,,F,29075,Polypodiaceoisporites ? fossulatus,species,327215,,Polypodiaceoisporites fossulatus,species,327215,Middle Eocene,,47.8,37.71,7828
302218,occ,,F,29075,Tuberositriletes verrucatus,species,327548,,Tuberositriletes verrucatus,species,327548,Middle Eocene,,47.8,37.71,7828
302240,occ,,F,29076,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302246,occ,,F,29076,Osmundacidites n. sp. minor,species,327521,,Osmundacidites minor,species,327521,Middle Eocene,,47.8,37.71,7828
302254,occ,,F,29076,Apiculatasporites n. sp. obscurus,species,327437,,Apiculatasporites obscurus,species,327437,Middle Eocene,,47.8,37.71,7828
302257,occ,,F,29076,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
302262,occ,,F,29077,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
302263,occ,,F,29077,Cicatricososporites eocenicus,species,327455,,Cicatricososporites eocenicus,species,327455,Middle Eocene,,47.8,37.71,7828
302276,occ,,F,29077,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302302,occ,,F,29077,Tuberositriletes n. sp. verrucatus,species,327548,,Tuberositriletes verrucatus,species,327548,Middle Eocene,,47.8,37.71,7828
302303,occ,,F,29078,Apiculatasporites n. sp. obscurus,species,327437,,Apiculatasporites obscurus,species,327437,Middle Eocene,,47.8,37.71,7828
302307,occ,,F,29078,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
302314,occ,,F,29078,Echinatisporis n. sp. brevispinosus,species,327461,,Echinatisporis brevispinosus,species,327461,Middle Eocene,,47.8,37.71,7828
302322,occ,,F,29078,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302329,occ,,F,29078,Polypodiaceoisporites ? n. sp. fossulatus,species,327215,,Polypodiaceoisporites fossulatus,species,327215,Middle Eocene,,47.8,37.71,7828
302346,occ,,F,29078,Tuberositriletes verrucatus,species,327548,,Tuberositriletes verrucatus,species,327548,Middle Eocene,,47.8,37.71,7828
302348,occ,,F,29079,Tuberositriletes verrucatus,species,327548,,Tuberositriletes verrucatus,species,327548,Middle Eocene,,47.8,37.71,7828
302374,occ,,F,29079,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302378,occ,,F,29079,Microfoveolatosporis skottsbergii,species,323719,,Microfoveolatosporis skottsbergii,species,323719,Middle Eocene,,47.8,37.71,7828
302386,occ,,F,29079,Echinatisporis n. sp. brevispinosus,species,327461,,Echinatisporis brevispinosus,species,327461,Middle Eocene,,47.8,37.71,7828
302402,occ,,F,29079,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
302403,occ,,F,29079,Cicatricososporites eocenicus,species,327455,,Cicatricososporites eocenicus,species,327455,Middle Eocene,,47.8,37.71,7828
302437,occ,,F,29080,Apiculatasporites ? n. sp. cingulatus,species,327298,,Apiculatasporites cingulatus,species,327298,Early Eocene,,56,47.8,7828
302445,occ,,F,29080,Echinatisporis n. sp. brevispinosus,species,327461,,Echinatisporis brevispinosus,species,327461,Early Eocene,,56,47.8,7828
302448,occ,,F,29080,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Early Eocene,,56,47.8,7828
302461,occ,,F,29080,Microfoveolatosporis skottsbergii,species,323719,,Microfoveolatosporis skottsbergii,species,323719,Early Eocene,,56,47.8,7828
302463,occ,,F,29080,Polypodiisporites n. sp. echinatus,species,327541,,Polypodiisporites echinatus,species,327541,Early Eocene,,56,47.8,7828
302477,occ,,F,29142,Apiculatasporites n. sp. cingulatus,species,327298,,Apiculatasporites cingulatus,species,327298,Early Eocene,,56,47.8,7828
302487,occ,,F,29142,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Early Eocene,,56,47.8,7828
302514,occ,,F,29143,Echinatisporis n. sp. brevispinosus,species,327461,,Echinatisporis brevispinosus,species,327461,Early Eocene,,56,47.8,7828
302516,occ,,F,29143,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Early Eocene,,56,47.8,7828
302520,occ,,,29143,Polypodiisporites aff. inangahuensis,species,264492,,Polypodiisporites inangahuensis,species,264492,Early Eocene,,56,47.8,7828
302521,occ,,F,29143,Polypodiisporites n. sp. echinatus,species,327541,,Polypodiisporites echinatus,species,327541,Early Eocene,,56,47.8,7828
302537,occ,,F,29144,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Early Eocene,,56,47.8,7828
302565,occ,,F,29148,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
302580,occ,,F,29149,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
302587,occ,,F,29149,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302593,occ,,,29149,Polypodiisporites aff. inangahuensis,species,264492,,Polypodiisporites inangahuensis,species,264492,Middle Eocene,,47.8,37.71,7828
302624,occ,,F,29150,Cicatricosisporites dorogensis,species,251829,,Cicatricosisporites dorogensis,species,251829,Middle Eocene,,47.8,37.71,7828
302627,occ,,F,29150,Echinatisporis n. sp. brevispinosus,species,327461,,Echinatisporis brevispinosus,species,327461,Middle Eocene,,47.8,37.71,7828
302631,occ,,F,29150,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302659,occ,,,29161,Rhacopteris circularis ?,species,471417,,Rhacopteris circularis,species,471417,Visean,,346.7,330.9,7111
302830,occ,,F,29145,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Early Eocene,,56,47.8,7828
302843,occ,,F,29151,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Early Eocene,,56,47.8,7828
302846,occ,,F,29151,Polypodiisporites echinatus,species,327541,,Polypodiisporites echinatus,species,327541,Early Eocene,,56,47.8,7828
302859,occ,,F,29153,Echinatisporis n. sp. brevispinosus,species,327461,,Echinatisporis brevispinosus,species,327461,Early Eocene,,56,47.8,7828
302868,occ,,F,29154,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302876,occ,,F,29154,Tuberositriletes n. sp. verrucatus,species,327548,,Tuberositriletes verrucatus,species,327548,Middle Eocene,,47.8,37.71,7828
302883,occ,,F,29155,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302896,occ,,F,29156,Apiculatasporites ? n. sp. cingulatus,species,327298,,Apiculatasporites cingulatus,species,327298,Middle Eocene,,47.8,37.71,7828
302910,occ,,F,29157,Apiculatasporites ? n. sp. cingulatus,species,327298,,Apiculatasporites cingulatus,species,327298,Middle Eocene,,47.8,37.71,7828
302917,occ,,F,29157,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302920,occ,,F,29157,Polypodiaceoisporites ? n. sp. fossulatus,species,327215,,Polypodiaceoisporites fossulatus,species,327215,Middle Eocene,,47.8,37.71,7828
302921,occ,,,29157,Polypodiisporites aff. inangahuensis,species,264492,,Polypodiisporites inangahuensis,species,264492,Middle Eocene,,47.8,37.71,7828
302932,occ,,F,29158,Apiculatasporites n. sp. obscurus,species,327437,,Apiculatasporites obscurus,species,327437,Middle Eocene,,47.8,37.71,7828
302938,occ,,F,29158,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302940,occ,,F,29158,Polypodiaceoisporites ? n. sp. fossulatus,species,327215,,Polypodiaceoisporites fossulatus,species,327215,Middle Eocene,,47.8,37.71,7828
302941,occ,,,29158,Polypodiisporites aff. inangahuensis,species,264492,,Polypodiisporites inangahuensis,species,264492,Middle Eocene,,47.8,37.71,7828
302950,occ,,F,29158,Tuberositriletes n. sp. verrucatus,species,327548,,Tuberositriletes verrucatus,species,327548,Middle Eocene,,47.8,37.71,7828
302951,occ,,F,29159,Apiculatasporites n. sp. obscurus,species,327437,,Apiculatasporites obscurus,species,327437,Middle Eocene,,47.8,37.71,7828
302956,occ,,F,29159,Laevigatosporites tibuensis,species,327518,,Laevigatosporites tibuensis,species,327518,Middle Eocene,,47.8,37.71,7828
302957,occ,,F,29159,Polypodiaceoisporites ? n. sp. fossulatus,species,327215,,Polypodiaceoisporites fossulatus,species,327215,Middle Eocene,,47.8,37.71,7828
302958,occ,,,29159,Polypodiisporites aff. inangahuensis,species,264492,,Polypodiisporites inangahuensis,species,264492,Middle Eocene,,47.8,37.71,7828
303993,occ,,,31058,Cladophlebis cf. haiburnensis,species,447893,,Cladophlebis haiburnensis,species,447892,Hettangian,Sinemurian,201.4,192.9,8379
303996,occ,,,31058,Coniopteris murrayana,species,406847,,Coniopteris murrayana,species,406846,Hettangian,Sinemurian,201.4,192.9,8379
304000,occ,,,31058,cf. Hausmannia cf. dentata,species,404578,,Hausmannia dentata,species,404578,Hettangian,Sinemurian,201.4,192.9,8379
304007,occ,,,31059,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304017,occ,,,31061,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304019,occ,,,31061,Coniopteris murrayana,species,406847,,Coniopteris murrayana,species,406846,Hettangian,Sinemurian,201.4,192.9,8379
304055,occ,,,31068,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304065,occ,,,31070,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304141,occ,,,31081,Clathropteris ? meniscioides,species,289055,,Clathropteris meniscioides,species,289055,Early Jurassic,,201.4,174.7,8379
304148,occ,,,31081,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304157,occ,,,31081,Coniopteris murrayana,species,406847,,Coniopteris murrayana,species,406846,Early Jurassic,,201.4,174.7,8379
304168,occ,,,31081,Osmundopsis sturii,species,411690,,Osmundopsis sturii,species,411689,Early Jurassic,,201.4,174.7,8379
304191,occ,,,31082,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304199,occ,,,31082,Phlebopteris polypodioides,species,412554,,Phlebopteris polypodioides,species,412554,Hettangian,Sinemurian,201.4,192.9,8379
304224,occ,,,31084,Hausmannia buchii ?,species,455860,,Hausmannia buchii,species,413374,Hettangian,Sinemurian,201.4,192.9,8379
304234,occ,,,31085,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304239,occ,,,31087,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304248,occ,,,31088,Cladophlebis ? denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304249,occ,,,31088,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304266,occ,,,31089,Dictyophyllum nilssoni,species,448474,,Dictyophyllum nilssoni,species,448473,Hettangian,Sinemurian,201.4,192.9,8379
304268,occ,,,31089,Hausmannia buchii,species,455860,,Hausmannia buchii,species,413374,Hettangian,Sinemurian,201.4,192.9,8379
304276,occ,,,31090,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304285,occ,,,31091,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304288,occ,,,31091,Coniopteris murrayana,species,406847,,Coniopteris murrayana,species,406846,Hettangian,Sinemurian,201.4,192.9,8379
304302,occ,,,31094,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304327,occ,,,31098,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Hettangian,Sinemurian,201.4,192.9,8379
304366,occ,,,31028,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8339
304505,occ,,,31129,Ctenis grandifolia,species,448072,,Ctenis grandifolia,species,448072,Early Jurassic,,201.4,174.7,8379
304517,occ,,,31131,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304535,occ,,,31132,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304550,occ,,,31133,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304578,occ,,,31136,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304579,occ,,,31136,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304591,occ,,,31138,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304602,occ,,,31141,Cladophlebis cf. denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304603,occ,,,31141,Cladophlebis cf. haiburnensis,species,447893,,Cladophlebis haiburnensis,species,447892,Early Jurassic,,201.4,174.7,8379
304606,occ,,,31141,Clathropteris meniscioides,species,289055,,Clathropteris meniscioides,species,289055,Early Jurassic,,201.4,174.7,8379
304645,occ,,,31143,Eboracia lobifolia,species,407960,,Eboracia lobifolia,species,407960,Early Jurassic,,201.4,174.7,8379
304682,occ,,,31149,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304695,occ,,,31151,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304699,occ,,,31151,Ctenis grandifolia,species,448072,,Ctenis grandifolia,species,448072,Early Jurassic,,201.4,174.7,8379
304710,occ,,,31152,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304720,occ,,,31153,Cladophlebis denticulata,species,447865,,Cladophlebis denticulata,species,447887,Early Jurassic,,201.4,174.7,8379
304721,occ,,,31153,Coniopteris cf. hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Early Jurassic,,201.4,174.7,8379
304722,occ,,,31153,Ctenis grandifolia,species,448072,,Ctenis grandifolia,species,448072,Early Jurassic,,201.4,174.7,8379
304732,occ,,,31155,Cladophlebis cf. haiburnensis,species,447893,,Cladophlebis haiburnensis,species,447892,Early Jurassic,,201.4,174.7,8379
304735,occ,,,31155,Coniopteris cf. hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Early Jurassic,,201.4,174.7,8379
304884,occ,,,27363,"""Woodwardia"" crenata",species,452662,,Woodwardia crenata,species,452662,Early Campanian,,83.6,72.1,7503
304974,occ,,,27316,"""Woodwardia"" crenata",species,452662,,Woodwardia crenata,species,452662,Early Campanian,,83.6,72.1,7503
304978,occ,,,27316,"""Saccoloma"" gardneri",species,451929,,Saccoloma gardneri,species,451927,Early Campanian,,83.6,72.1,7503
304979,occ,,,27316,Anemia fremonti,species,446951,,Anemia fremonti,species,446951,Early Campanian,,83.6,72.1,7503
305055,occ,,,27365,Anemia fremonti,species,446951,,Anemia fremonti,species,446951,Early Campanian,,83.6,72.1,7503
305206,occ,,,27368,"""Woodwardia"" crenata",species,452662,,Woodwardia crenata,species,452662,Early Campanian,,83.6,72.1,7503
305211,occ,,,27368,Anemia fremonti,species,446951,,Anemia fremonti,species,446951,Early Campanian,,83.6,72.1,7503
305241,occ,,,31029,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8339
305269,occ,,,31030,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8339
305295,occ,,,31031,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8339
305310,occ,,,31176,Clathropteris meniscioides,species,289055,,Clathropteris meniscioides,species,289055,Rhaetian,,208.5,201.4,8394
305316,occ,,,31176,Hydropterangium marsilioides,species,409743,,Hydropterangium marsilioides,species,409743,Rhaetian,,208.5,201.4,8394
305321,occ,,,31177,Neocalamites hoerensis,species,411351,,Neocalamites hoerensis,species,411351,Rhaetian,,208.5,201.4,8394
305323,occ,,,31177,Clathropteris meniscioides,species,289055,,Clathropteris meniscioides,species,289055,Rhaetian,,208.5,201.4,8394
305354,occ,,,31179,Phlebopteris polypodioides,species,412554,,Phlebopteris polypodioides,species,412554,Rhaetian,,208.5,201.4,8394
305356,occ,,,31179,Clathropteris meniscioides,species,289055,,Clathropteris meniscioides,species,289055,Rhaetian,,208.5,201.4,8394
305360,occ,,,31179,Pterygopteris angelini,species,413660,,Pterygopteris angelini,species,413660,Rhaetian,,208.5,201.4,8394
305432,occ,,,31032,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8339
305456,occ,,,31033,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8339
305481,occ,,,31034,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8339
305506,occ,,,31035,Palmatopteris furcata,species,411977,,Palmatopteris furcata,species,411977,Carboniferous,,358.9,298.9,8339
305646,occ,,,31060,Hausmannia buchii,species,455860,,Hausmannia buchii,species,413374,Kimmeridgian,,154.8,149.2,8401
307148,occ,,,29461,Coniopteris hymenophylloides,species,56100,,Coniopteris hymenophylloides,species,56100,Oxfordian,Tithonian,161.5,145,8200
315740,occ,,,30141,Neomariopteris hughesi,species,470508,,Neomariopteris hughesi,species,460156,Sakmarian,,293.52,290.1,8166
315829,occ,,,30145,n. gen. Giridia n. sp. indica,species,469454,,Giridia indica,species,469454,Sakmarian,,293.52,290.1,8166
316002,occ,,,30159,Lelstotheca robusta,species,417654,,Lelstotheca robusta,species,415144,Artinskian,Kungurian,290.1,273.01,8166
316005,occ,,,30159,Trizygia maithyana,species,471942,,Trizygia maithyana,species,471942,Artinskian,Kungurian,290.1,273.01,8166
316058,occ,,,30160,Neomariopteris talchirensis,species,470513,,Neomariopteris talchirensis,species,470513,Kungurian,,283.5,273.01,8166
316085,occ,,,30163,Schizoneura n. sp. raniganjense,species,471593,,Schizoneura raniganjense,species,471593,Wordian,Lopingian,266.9,251.902,8166
316144,occ,,,30166,n. gen. Cuticulatopteris n. sp. polymorpha,species,468781,,Cuticulatopteris polymorpha,species,468781,Wordian,Lopingian,266.9,251.902,8166
316145,occ,,,30166,Dichotomopteris n. sp. asansolioides,species,468837,,Dichotomopteris asansolioides,species,468837,Wordian,Lopingian,266.9,251.902,8166
316146,occ,,,30166,Dichotomopteris n. sp. falcata,species,468838,,Dichotomopteris falcata,species,468838,Wordian,Lopingian,266.9,251.902,8166
316147,occ,,,30166,Dichotomopteris ovata,species,468840,,Dichotomopteris ovata,species,468840,Wordian,Lopingian,266.9,251.902,8166
316217,occ,,,30166,Neomariopteris talchirensis,species,470513,,Neomariopteris talchirensis,species,470513,Wordian,Lopingian,266.9,251.902,8166
316243,occ,,,30166,Damudopteris n. sp. bengalensis,species,468804,,Damudopteris bengalensis,species,468804,Wordian,Lopingian,266.9,251.902,8166
316244,occ,,,30166,Damudosorus n. sp. raniganjensis,species,468808,,Damudosorus raniganjensis,species,468808,Wordian,Lopingian,266.9,251.902,8166
316254,occ,,,30166,n. gen. Trithecopteris n. sp. gondwanensis,species,471936,,Trithecopteris gondwanensis,species,471936,Wordian,Lopingian,266.9,251.902,8166
316502,occ,,,30177,Neomariopteris n. sp. khanii,species,470509,,Neomariopteris khanii,species,470509,Wordian,Lopingian,266.9,251.902,8166
316503,occ,,,30177,Neomariopteris hughesi,species,470508,,Neomariopteris hughesi,species,460156,Wordian,Lopingian,266.9,251.902,8166
318609,occ,36541,,30273,Neocalamites hoerensis,species,411351,,Neocalamites hoerensis,species,411351,Ladinian,Carnian,242,227,71506
318612,occ,36546,,30273,Cladophlebis raciborskii,species,404035,,Cladophlebis raciborskii,species,404035,Ladinian,Carnian,242,227,71506
318613,occ,36547,,30273,Cladophlebis ex gr. paralobifolia,species,404037,,Cladophlebis paralobifolia,species,404037,Ladinian,Carnian,242,227,71506
318629,occ,36545,,30273,Pecopteris filatovae,species,404034,,Pecopteris filatovae,species,404034,Ladinian,Carnian,242,227,71506
329123,occ,,,30893,Cladophlebis n. sp. zeylanica,species,419072,,Cladophlebis zeylanica,species,419072,Callovian,Kimmeridgian,165.3,149.2,72374
329124,occ,,,30893,Cladophlebis reversa,species,419074,,Cladophlebis reversa,species,419073,Callovian,Kimmeridgian,165.3,149.2,72374
331508,occ,,,31206,Hausmannia buchii,species,455860,,Hausmannia buchii,species,413374,Kimmeridgian,,154.8,149.2,8401
331509,occ,,,31206,Matonidium goeppertii,species,456239,"misspelling of, obsolete variant of",Matonidium goepperti,species,410763,Kimmeridgian,,154.8,149.2,8401
331526,occ,,,31207,Hausmannia dichotoma,species,409256,,Hausmannia dichotoma,species,409256,Kimmeridgian,,154.8,149.2,8401
331527,occ,,,31207,Hausmannia buchii,species,455860,,Hausmannia buchii,species,413374,Kimmeridgian,,154.8,149.2,8401
331529,occ,,,31207,Matonidium goeppertii,species,456239,"misspelling of, obsolete variant of",Matonidium goepperti,species,410763,Kimmeridgian,,154.8,149.2,8401
331562,occ,,,31209,Hausmannia dichotoma,species,409256,,Hausmannia dichotoma,species,409256,Kimmeridgian,,154.8,149.2,8401
331563,occ,,,31209,Hausmannia buchii,species,455860,,Hausmannia buchii,species,413374,Kimmeridgian,,154.8,149.2,8401
